,Date Time,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Meta_Price,Tesla_Price,Google_Price,Nvidia_Price,Amazon_Price,Microsoft_Price,Berkshire_Price,Netflix_Price,Amazon_Price
1242,2019-02-04,"2,724.87","6,959.96",42.81,169.25,20.86,57.07,37.3,81.67,105.74,"3,12,000",351.34,81.67
1241,2019-02-05,"2,737.70","7,023.52",43.55,171.16,21.42,57.59,37.49,82.94,107.22,"3,10,700",355.81,82.94
1240,2019-02-06,"2,731.61","6,997.62",43.56,170.49,21.15,56.14,38.25,82.01,106.03,"3,08,810",352.19,82.01
1239,2019-02-07,"2,706.05","6,904.98",42.73,166.38,20.5,55.3,36.85,80.72,105.27,"3,02,813",344.71,80.72
1238,2019-02-08,"2,707.88","6,913.13",42.6,167.33,20.39,55.12,37.04,79.41,105.67,"3,00,771",347.57,79.41
1237,2019-02-11,"2,709.80","6,909.19",42.36,165.79,20.86,55.11,36.61,79.55,105.25,"3,04,884",345.73,79.55
1236,2019-02-12,"2,744.73","7,014.67",42.72,165.04,20.79,56.38,37.79,81.9,106.89,"3,09,260",359.97,81.9
1235,2019-02-13,"2,753.03","7,015.88",42.55,164.07,20.54,56.43,38.22,82.0,106.81,"3,08,320",351.77,82.0
1234,2019-02-14,"2,745.73","7,022.42",42.7,163.95,20.25,56.46,38.63,81.13,106.9,"3,03,890",359.07,81.13
1233,2019-02-15,"2,775.60","7,055.18",42.6,162.5,20.53,55.98,39.34,80.4,108.22,"3,08,139",356.87,80.4
1232,2019-02-19,"2,779.76","7,066.61",42.73,162.29,20.38,56.33,39.16,81.38,108.17,"3,07,315",361.92,81.38
1231,2019-02-20,"2,784.70","7,062.34",43.01,162.56,20.17,56.03,39.64,81.11,107.15,"3,09,500",359.91,81.11
1230,2019-02-21,"2,774.88","7,035.16",42.77,160.04,19.42,55.21,38.94,80.97,109.41,"3,07,925",356.97,80.97
1229,2019-02-22,"2,792.67","7,090.62",43.24,161.89,19.65,55.83,39.8,81.58,110.97,"3,02,000",363.02,81.58
1228,2019-02-25,"2,796.11","7,115.43",43.56,164.62,19.92,55.87,39.67,81.65,111.59,"3,03,300",363.91,81.65
1227,2019-02-26,"2,793.90","7,123.22",43.58,164.13,19.86,56.1,39.27,81.82,112.36,"3,02,500",364.97,81.82
1226,2019-02-27,"2,792.38","7,117.01",43.72,162.81,20.98,56.14,38.85,82.05,112.17,"3,03,000",362.87,82.05
1225,2019-02-28,"2,784.49","7,097.52",43.29,161.45,21.33,56.33,38.56,81.99,112.03,"3,02,200",358.1,81.99
1224,2019-03-01,"2,803.69","7,151.57",43.74,162.28,19.65,57.43,39.11,83.59,112.53,"3,04,860",357.32,83.59
1223,2019-03-04,"2,792.81","7,150.83",43.96,167.37,19.02,57.67,39.2,84.81,112.26,"3,03,400",351.04,84.81
1222,2019-03-05,"2,789.65","7,156.78",43.88,171.26,18.44,58.46,39.13,84.62,111.7,"3,02,600",354.3,84.62
1221,2019-03-06,"2,771.45","7,112.47",43.63,172.51,18.42,58.25,38.01,83.45,111.75,"3,01,375",359.61,83.45
1220,2019-03-07,"2,748.93","7,026.88",43.12,169.13,18.44,57.54,37.31,81.3,110.39,"2,99,050",352.6,81.3
1219,2019-03-08,"2,743.07","7,015.69",43.23,169.6,18.94,57.5,37.66,81.04,110.51,"2,99,000",349.6,81.04
1218,2019-03-11,"2,783.30","7,164.02",44.73,172.07,19.39,58.96,40.28,83.53,112.83,"3,03,279",358.86,83.53
1217,2019-03-12,"2,791.52","7,201.28",45.23,171.92,18.89,59.86,40.63,83.66,113.62,"3,04,235",356.27,83.66
1216,2019-03-13,"2,810.92","7,256.98",45.43,173.37,19.26,59.95,42.16,84.54,114.5,"3,06,300",361.21,84.54
1215,2019-03-14,"2,808.48","7,243.01",45.93,170.17,19.33,59.63,41.39,84.31,114.59,"3,05,350",358.82,84.31
1214,2019-03-15,"2,822.48","7,306.99",46.53,165.98,18.36,59.52,42.45,85.62,115.91,"3,07,250",361.46,85.62
1213,2019-03-18,"2,832.94","7,326.28",47.01,160.47,17.97,59.43,42.24,87.11,117.57,"3,09,996",363.44,87.11
1212,2019-03-19,"2,832.57","7,349.28",46.63,161.57,17.83,60.12,43.93,88.09,117.65,"3,07,900",358.78,88.09
1211,2019-03-20,"2,824.23","7,380.75",47.04,165.44,18.24,61.32,43.6,89.86,117.52,"3,05,505",375.22,89.86
1210,2019-03-21,"2,854.88","7,493.27",48.77,166.08,18.27,61.81,45.98,90.96,120.22,"3,07,120",377.87,90.96
1209,2019-03-22,"2,800.71","7,326.06",47.76,164.34,17.64,60.38,44.38,88.24,117.05,"3,01,225",361.01,88.24
1208,2019-03-25,"2,798.36","7,316.96",47.19,166.29,17.36,59.87,43.45,88.71,117.66,"2,99,380",366.23,88.71
1207,2019-03-26,"2,818.46","7,351.15",46.7,167.68,17.85,59.49,44.22,89.19,117.91,"3,00,961",359.97,89.19
1206,2019-03-27,"2,805.37","7,308.19",47.12,165.87,18.32,58.9,44.12,88.28,116.77,"2,99,764",353.37,88.28
1205,2019-03-28,"2,815.44","7,320.47",47.18,165.55,18.57,58.61,44.31,88.67,116.93,"3,01,250",354.61,88.67
1204,2019-03-29,"2,834.40","7,378.77",47.49,166.69,18.66,58.84,44.89,89.04,117.94,"3,01,215",356.56,89.04
1203,2019-04-01,"2,867.19","7,478.42",47.81,168.7,19.28,59.95,45.57,90.71,119.02,"3,07,800",366.96,90.71
1202,2019-04-02,"2,867.24","7,499.64",48.51,174.2,19.06,60.28,45.75,90.7,119.19,"3,06,000",367.72,90.7
1201,2019-04-03,"2,873.40","7,544.97",48.84,173.54,19.45,60.54,47.16,91.03,119.97,"3,05,750",369.75,91.03
1200,2019-04-04,"2,879.39","7,540.57",48.92,176.02,17.85,60.97,47.06,90.94,119.36,"3,06,461",367.88,90.94
1199,2019-04-05,"2,892.74","7,578.84",49.25,175.72,18.33,60.57,47.74,91.86,119.89,"3,07,776",365.49,91.86
1198,2019-04-08,"2,895.77","7,599.74",50.02,174.93,18.21,60.41,47.95,92.49,119.93,"3,07,461",361.41,92.49
1197,2019-04-09,"2,878.20","7,568.49",49.88,177.58,18.15,60.13,47.31,91.79,119.28,"3,07,380",364.71,91.79
1196,2019-04-10,"2,888.21","7,611.49",50.16,177.82,18.4,60.32,48.02,92.37,120.19,"3,07,000",363.92,92.37
1195,2019-04-11,"2,888.32","7,594.89",49.74,177.51,17.89,60.48,47.88,92.2,120.33,"3,09,875",367.65,92.2
1194,2019-04-12,"2,907.41","7,628.15",49.72,179.1,17.85,61.14,47.5,92.15,120.95,"3,14,250",351.14,92.15
1193,2019-04-15,"2,905.58","7,629.12",49.81,179.65,17.76,61.33,46.17,92.24,121.05,"3,14,500",348.87,92.24
1192,2019-04-16,"2,907.06","7,654.73",49.81,178.87,18.22,61.6,47.05,93.15,120.77,"3,17,500",359.46,93.15
1191,2019-04-17,"2,900.45","7,680.72",50.78,178.78,18.08,62.01,46.82,93.24,121.77,"3,16,040",354.74,93.24
1190,2019-04-18,"2,905.03","7,689.72",50.97,178.28,18.22,62.07,46.58,93.08,123.37,"3,15,330",360.35,93.08
1189,2019-04-22,"2,907.97","7,713.49",51.13,181.44,17.52,62.69,47.12,94.37,123.76,"3,14,100",377.34,94.37
1188,2019-04-23,"2,933.68","7,810.71",51.87,183.78,17.59,63.53,47.67,96.19,125.44,"3,17,684",381.89,96.19
1187,2019-04-24,"2,927.25","7,784.41",51.79,182.58,17.24,63.0,47.79,95.09,125.01,"3,16,000",374.23,95.09
1186,2019-04-25,"2,926.17","7,816.92",51.32,193.26,16.51,63.37,46.73,95.11,129.15,"3,18,500",368.33,95.11
1185,2019-04-26,"2,939.88","7,826.68",51.08,191.49,15.68,63.87,44.52,97.53,129.89,"3,21,000",374.85,97.53
1184,2019-04-29,"2,943.03","7,839.04",51.15,194.78,16.1,64.81,44.83,96.92,129.77,"3,24,921",371.83,96.92
1183,2019-04-30,"2,945.83","7,781.46",50.17,193.4,15.91,59.95,45.25,96.33,130.6,"3,25,080",370.54,96.33
1182,2019-05-01,"2,923.73","7,751.85",52.63,193.03,15.6,58.67,45.12,95.58,127.88,"3,25,900",378.81,95.58
1181,2019-05-02,"2,917.52","7,724.06",52.29,192.53,16.27,58.33,45.8,95.04,126.21,"3,24,214",379.06,95.04
1180,2019-05-03,"2,945.64","7,845.73",52.94,195.47,17.0,59.48,45.75,98.12,128.9,"3,27,766",385.03,98.12
1179,2019-05-06,"2,932.47","7,794.09",52.12,193.88,17.02,59.67,44.96,97.53,128.15,"3,20,000",378.67,97.53
1178,2019-05-07,"2,884.05","7,640.15",50.72,189.77,16.47,58.94,43.28,96.05,125.52,"3,15,120",370.46,96.05
1177,2019-05-08,"2,879.42","7,617.55",50.73,189.54,16.32,58.54,43.48,95.89,125.51,"3,14,750",364.37,95.89
1176,2019-05-09,"2,870.72","7,582.75",50.18,188.65,16.13,58.4,42.55,94.99,125.5,"3,14,400",362.75,94.99
1175,2019-05-10,"2,881.40","7,586.53",49.3,188.34,15.97,58.38,42.2,94.5,127.13,"3,15,500",361.04,94.5
1174,2019-05-13,"2,811.87","7,324.13",46.43,181.54,15.13,56.83,39.61,91.13,123.35,"3,08,360",345.26,91.13
1173,2019-05-14,"2,834.41","7,401.88",47.16,180.73,15.49,56.24,40.51,92.01,124.73,"3,06,850",345.61,92.01
1172,2019-05-15,"2,850.96","7,503.25",47.73,186.27,15.46,58.54,39.9,93.56,126.02,"3,05,580",354.99,93.56
1171,2019-05-16,"2,876.32","7,580.14",47.52,186.99,15.22,59.23,40.05,95.38,128.93,"3,07,936",359.31,95.38
1170,2019-05-17,"2,859.53","7,503.68",47.25,185.3,14.07,58.44,39.13,93.45,128.07,"3,06,355",354.45,93.45
1169,2019-05-20,"2,840.23","7,376.70",45.77,182.72,13.69,57.23,37.94,92.95,126.22,"3,05,362",348.11,92.95
1168,2019-05-21,"2,864.36","7,451.02",46.65,184.82,13.67,57.72,38.77,92.88,126.9,"3,06,225",354.27,92.88
1167,2019-05-22,"2,856.27","7,420.66",45.7,185.32,12.85,57.79,38.05,92.98,127.67,"3,04,300",359.73,92.98
1166,2019-05-23,"2,822.24","7,307.93",44.91,180.87,13.03,57.27,36.83,90.77,126.18,"3,04,115",352.21,90.77
1165,2019-05-24,"2,826.06","7,300.96",44.74,181.06,12.71,56.93,36.29,91.16,126.24,"3,03,000",354.39,91.16
1164,2019-05-28,"2,802.39","7,278.38",44.56,184.31,12.58,56.98,35.83,91.82,126.16,"3,01,050",354.78,91.82
1163,2019-05-29,"2,783.02","7,216.86",44.34,182.19,12.66,56.0,35.09,90.96,124.94,"2,99,860",349.19,90.96
1162,2019-05-30,"2,788.86","7,245.40",44.58,183.01,12.55,56.07,34.78,90.82,125.73,"3,00,877",351.85,90.82
1161,2019-05-31,"2,752.06","7,127.96",43.77,177.47,12.34,55.33,33.87,88.75,123.68,"2,97,060",343.28,88.75
1160,2019-06-03,"2,744.45","6,978.02",43.33,164.15,11.93,51.94,33.45,84.63,119.84,"2,99,742",336.63,84.63
1159,2019-06-04,"2,803.27","7,166.75",44.91,167.5,12.91,52.72,35.75,86.48,123.16,"3,04,000",353.4,86.48
1158,2019-06-05,"2,826.15","7,220.90",45.63,168.17,13.11,52.23,35.32,86.92,125.83,"3,06,400",355.73,86.92
1157,2019-06-06,"2,843.49","7,275.93",46.3,168.33,13.73,52.39,35.95,87.72,127.82,"3,07,900",357.13,87.72
1156,2019-06-07,"2,873.34","7,417.29",47.54,173.35,13.63,53.42,36.38,90.2,131.4,"3,09,265",360.87,90.2
1155,2019-06-10,"2,886.73","7,501.93",48.15,174.82,14.19,54.14,37.11,93.03,132.6,"3,11,524",352.01,93.03
1154,2019-06-11,"2,885.72","7,513.85",48.7,178.1,14.47,54.05,37.69,93.19,132.1,"3,10,238",351.27,93.19
1153,2019-06-12,"2,879.84","7,472.29",48.55,175.04,13.95,53.95,36.55,92.77,131.49,"3,07,196",345.56,92.77
1152,2019-06-13,"2,891.64","7,510.68",48.54,177.47,14.26,54.55,37.06,93.52,132.32,"3,07,445",343.43,93.52
1151,2019-06-14,"2,886.98","7,479.11",48.19,181.33,14.33,54.31,36.16,93.48,132.45,"3,08,206",339.73,93.48
1150,2019-06-17,"2,889.67","7,526.52",48.47,189.01,15.0,54.69,36.26,94.3,132.85,"3,05,480",350.62,94.3
1149,2019-06-18,"2,917.75","7,635.40",49.61,188.47,14.98,55.26,38.22,95.07,135.16,"3,08,885",357.12,95.07
1148,2019-06-19,"2,926.46","7,667.74",49.47,187.48,15.1,55.23,38.28,95.44,135.69,"3,10,966",363.52,95.44
1147,2019-06-20,"2,954.18","7,738.06",49.87,189.53,14.64,55.66,38.52,95.91,136.95,"3,12,900",365.21,95.91
1146,2019-06-21,"2,950.46","7,728.78",49.7,191.14,14.79,56.27,37.94,95.56,136.97,"3,09,000",369.21,95.56
1145,2019-06-24,"2,945.35","7,723.02",49.65,192.6,14.91,55.84,38.16,95.69,137.78,"3,10,650",371.04,95.69
1144,2019-06-25,"2,917.38","7,591.54",48.89,188.84,14.65,54.38,37.87,93.91,133.43,"3,12,700",360.3,93.91
1143,2019-06-26,"2,913.78","7,627.05",49.95,187.66,14.62,54.02,39.81,94.89,133.93,"3,12,705",362.2,94.89
1142,2019-06-27,"2,924.92","7,657.05",49.94,189.5,14.86,53.83,40.81,95.21,134.15,"3,18,285",370.02,95.21
1141,2019-06-28,"2,941.76","7,671.07",49.48,193.0,14.9,54.14,41.06,94.68,133.96,"3,18,350",367.32,94.68
1140,2019-07-01,"2,964.33","7,768.14",50.39,193.0,15.14,55.0,41.54,96.11,135.68,"3,21,891",374.6,96.11
1139,2019-07-02,"2,973.01","7,799.82",50.68,195.0,14.97,55.63,40.56,96.72,136.58,"3,21,515",375.43,96.72
1138,2019-07-03,"2,995.82","7,857.69",51.1,197.2,15.66,56.15,40.69,96.95,137.46,"3,22,900",381.72,96.95
1137,2019-07-05,"2,990.41","7,841.30",51.06,196.4,15.54,56.63,40.06,97.15,137.06,"3,23,149",380.55,97.15
1136,2019-07-08,"2,975.95","7,785.79",50.01,195.76,15.36,55.84,39.3,97.62,136.96,"3,22,451",376.16,97.62
1135,2019-07-09,"2,979.63","7,826.86",50.31,199.21,15.34,56.21,39.33,99.42,136.46,"3,22,200",379.93,99.42
1134,2019-07-10,"2,993.07","7,903.40",50.81,202.73,15.93,57.05,40.02,100.87,137.85,"3,20,591",381.0,100.87
1133,2019-07-11,"2,999.91","7,896.78",50.44,201.23,15.91,57.2,41.57,100.05,138.4,"3,19,837",379.5,100.05
1132,2019-07-12,"3,013.77","7,943.24",50.83,204.87,16.34,57.27,41.9,100.55,138.9,"3,21,093",373.25,100.55
1131,2019-07-15,"3,014.30","7,966.93",51.3,203.91,16.9,57.53,41.82,101.05,138.9,"3,20,300",366.6,101.05
1130,2019-07-16,"3,004.04","7,927.08",51.12,203.84,16.83,57.67,41.77,100.5,137.08,"3,19,273",365.99,100.5
1129,2019-07-17,"2,984.42","7,888.76",50.84,201.8,16.99,57.34,42.43,99.6,136.27,"3,11,600",362.44,99.6
1128,2019-07-18,"2,995.11","7,904.13",51.41,200.78,16.9,57.36,42.55,98.89,136.42,"3,12,003",325.21,98.89
1127,2019-07-19,"2,976.61","7,834.90",50.65,198.36,17.21,56.58,42.11,98.23,136.62,"3,09,218",315.1,98.23
1126,2019-07-22,"2,985.03","7,905.12",51.8,202.32,17.05,56.96,42.83,99.28,138.43,"3,07,135",310.62,99.28
1125,2019-07-23,"3,005.47","7,954.56",52.21,202.36,17.34,57.4,43.91,99.72,139.29,"3,09,340",307.3,99.72
1124,2019-07-24,"3,019.56","8,010.60",52.17,204.66,17.66,56.99,44.66,100.04,140.72,"3,12,000",317.94,100.04
1123,2019-07-25,"3,003.67","7,929.87",51.76,200.71,15.25,56.8,43.34,98.69,140.19,"3,10,750",326.46,98.69
1122,2019-07-26,"3,025.86","8,016.95",51.94,199.75,15.2,62.26,43.77,97.15,141.34,"3,15,000",335.78,97.15
1121,2019-07-29,"3,020.97","7,989.08",52.42,195.94,15.72,62.09,43.7,95.62,141.03,"3,13,529",332.7,95.62
1120,2019-07-30,"3,013.18","7,952.47",52.2,197.04,16.15,61.4,43.86,94.93,140.35,"3,12,430",325.93,94.93
1119,2019-07-31,"2,980.38","7,848.78",53.26,194.23,16.11,60.91,42.18,93.34,136.27,"3,08,666",322.99,93.34
1118,2019-08-01,"2,953.56","7,801.15",52.11,192.73,15.59,60.59,41.23,92.77,138.06,"3,03,660",319.5,92.77
1117,2019-08-02,"2,932.05","7,692.80",51.01,189.02,15.62,59.82,40.3,91.16,136.9,"3,06,000",318.83,91.16
1116,2019-08-05,"2,844.74","7,415.69",48.34,181.73,15.22,57.74,37.7,88.26,132.21,"2,97,785",307.63,88.26
1115,2019-08-06,"2,881.77","7,521.32",49.25,184.51,15.38,58.55,38.09,89.39,134.69,"3,02,325",310.1,89.39
1114,2019-08-07,"2,883.98","7,551.90",49.76,185.15,15.56,58.8,38.47,89.67,135.28,"2,99,182",304.29,89.67
1113,2019-08-08,"2,938.09","7,724.83",50.86,190.16,15.89,60.31,39.56,91.64,138.89,"3,01,905",315.9,91.64
1112,2019-08-09,"2,918.65","7,646.27",50.25,187.85,15.67,59.45,38.55,90.38,137.71,"3,00,435",308.93,90.38
1111,2019-08-12,"2,883.75","7,561.68",50.12,185.37,15.27,58.73,37.86,89.25,135.79,"2,97,515",310.83,89.25
1110,2019-08-13,"2,926.32","7,728.15",52.24,188.45,15.67,59.84,39.01,91.22,138.6,"2,99,510",312.28,91.22
1109,2019-08-14,"2,840.60","7,490.13",50.69,179.71,14.64,58.21,37.52,88.15,133.98,"2,95,000",299.11,88.15
1108,2019-08-15,"2,847.60","7,484.89",50.44,182.59,14.38,58.47,37.19,88.81,133.68,"2,98,067",295.76,88.81
1107,2019-08-16,"2,888.68","7,604.11",51.62,183.7,14.66,58.96,39.89,89.63,136.13,"3,00,555",302.8,89.63
1106,2019-08-19,"2,923.65","7,719.32",52.59,186.17,15.12,60.02,42.7,90.81,138.41,"3,01,414",309.38,90.81
1105,2019-08-20,"2,900.51","7,664.47",52.59,183.81,15.06,59.18,41.97,90.07,137.26,"2,97,505",298.99,90.07
1104,2019-08-21,"2,924.43","7,733.22",53.16,183.55,14.72,59.58,42.81,91.18,138.79,"2,99,305",297.81,91.18
1103,2019-08-22,"2,922.95","7,707.43",53.12,182.04,14.81,59.58,42.87,90.28,137.78,"3,02,260",296.93,90.28
1102,2019-08-23,"2,847.11","7,464.99",50.66,177.75,14.09,57.68,40.61,87.48,133.39,"2,96,922",291.44,87.48
1101,2019-08-26,"2,878.38","7,575.02",51.62,180.36,14.33,58.56,41.36,88.44,135.45,"3,00,899",294.98,88.44
1100,2019-08-27,"2,869.16","7,566.03",51.04,181.3,14.27,58.54,40.45,88.09,135.74,"2,98,420",291.03,88.09
1099,2019-08-28,"2,887.94","7,587.90",51.38,181.76,14.37,58.69,40.3,88.21,135.56,"3,00,990",291.77,88.21
1098,2019-08-29,"2,924.58","7,702.31",52.25,185.57,14.78,59.71,41.75,89.32,138.12,"3,05,040",296.78,89.32
1097,2019-08-30,"2,926.46","7,691.00",52.19,185.67,15.04,59.53,41.88,88.81,137.86,"3,03,078",293.75,88.81
1096,2019-09-03,"2,906.27","7,609.51",51.42,182.39,15.0,58.48,41.04,89.49,136.04,"3,01,356",289.29,89.49
1095,2019-09-04,"2,937.78","7,719.25",52.3,187.14,14.71,59.11,42.19,90.03,137.63,"3,03,300",291.52,90.03
1094,2019-09-05,"2,976.00","7,862.54",53.32,190.9,15.31,60.61,44.94,92.04,140.05,"3,06,066",293.25,92.04
1093,2019-09-06,"2,978.71","7,852.54",53.31,187.49,15.16,60.32,44.66,91.68,139.1,"3,07,260",290.17,91.68
1092,2019-09-09,"2,978.43","7,832.40",53.54,188.76,15.45,60.26,45.12,91.57,137.52,"3,09,701",294.34,91.57
1091,2019-09-10,"2,979.39","7,814.74",54.17,186.17,15.7,60.28,45.8,91.03,136.08,"3,11,950",287.99,91.03
1090,2019-09-11,"3,000.93","7,887.58",55.9,188.49,16.47,61.0,46.08,91.15,136.12,"3,16,230",288.27,91.15
1089,2019-09-12,"3,009.57","7,917.34",55.77,187.47,16.39,61.75,46.07,92.18,137.52,"3,17,182",288.86,92.18
1088,2019-09-13,"3,007.39","7,892.95",54.69,187.19,16.35,62.0,45.48,91.97,137.32,"3,20,850",294.15,91.97
1087,2019-09-16,"2,997.96","7,852.41",54.98,186.22,16.19,61.58,45.05,90.39,136.33,"3,15,807",294.29,90.39
1086,2019-09-17,"3,005.70","7,888.79",55.17,188.08,16.32,61.49,45.27,91.13,137.39,"3,15,744",298.6,91.13
1085,2019-09-18,"3,006.73","7,888.56",55.69,188.14,16.23,61.63,44.99,90.87,138.52,"3,17,030",291.56,90.87
1084,2019-09-19,"3,006.79","7,901.79",55.24,190.14,16.44,61.94,44.23,91.08,141.07,"3,15,000",286.6,91.08
1083,2019-09-20,"2,992.07","7,823.55",54.43,189.93,16.04,61.49,43.17,89.71,139.44,"3,13,700",270.75,89.71
1082,2019-09-23,"2,991.78","7,818.61",54.68,186.82,16.08,61.73,43.71,89.27,139.14,"3,13,225",265.92,89.27
1081,2019-09-24,"2,966.60","7,710.04",54.42,181.28,14.88,60.92,43.13,87.08,137.38,"3,10,356",254.59,87.08
1080,2019-09-25,"2,984.87","7,803.54",55.26,182.8,15.25,62.3,44.56,88.42,139.36,"3,11,906",264.75,88.42
1079,2019-09-26,"2,977.62","7,771.99",54.97,180.11,16.17,62.11,44.34,86.99,139.54,"3,10,250",263.31,86.99
1078,2019-09-27,"2,961.79","7,681.58",54.7,177.1,16.14,61.3,42.94,86.27,137.73,"3,11,450",263.08,86.27
1077,2019-09-30,"2,976.74","7,749.45",55.99,178.08,16.06,61.06,43.52,86.8,139.03,"3,11,832",267.62,86.8
1076,2019-10-01,"2,940.25","7,684.14",56.15,175.81,16.31,60.3,43.5,86.78,137.07,"3,10,005",269.58,86.78
1075,2019-10-02,"2,887.61","7,550.79",54.74,174.6,16.21,58.9,43.26,85.66,134.65,"3,05,090",268.03,85.66
1074,2019-10-03,"2,910.63","7,638.40",55.2,179.38,15.54,59.47,45.33,86.22,136.28,"3,07,250",268.15,86.22
1073,2019-10-04,"2,952.01","7,754.10",56.75,180.45,15.43,60.55,45.49,86.98,138.12,"3,12,524",272.79,86.98
1072,2019-10-07,"2,938.79","7,725.13",56.77,179.68,15.85,60.41,46.08,86.63,137.12,"3,10,720",274.46,86.63
1071,2019-10-08,"2,893.06","7,604.27",56.1,177.75,16.0,59.51,44.31,85.28,135.67,"3,06,539",270.72,85.28
1070,2019-10-09,"2,919.40","7,690.53",56.76,179.85,16.3,60.12,45.18,86.1,138.24,"3,10,000",267.53,86.1
1069,2019-10-10,"2,938.13","7,740.36",57.52,180.03,16.32,60.47,45.76,86.01,139.1,"3,09,974",280.48,86.01
1068,2019-10-11,"2,970.27","7,843.88",59.05,184.19,16.53,60.79,46.5,86.6,139.68,"3,12,500",282.93,86.6
1067,2019-10-14,"2,966.15","7,842.33",58.97,183.28,17.13,60.89,46.63,86.82,139.55,"3,11,640",285.53,86.82
1066,2019-10-15,"2,995.68","7,942.85",58.83,188.89,17.19,62.11,49.09,88.37,141.57,"3,14,250",284.25,88.37
1065,2019-10-16,"2,989.69","7,920.21",58.59,189.55,17.32,62.15,48.55,88.87,140.41,"3,13,850",286.28,88.87
1064,2019-10-17,"2,997.95","7,942.14",58.82,190.39,17.46,62.64,48.57,89.37,139.69,"3,13,200",293.35,89.37
1063,2019-10-18,"2,986.20","7,868.49",59.1,185.85,17.13,62.22,47.62,87.88,137.41,"3,13,270",275.3,87.88
1062,2019-10-21,"3,006.72","7,940.33",60.13,189.76,16.9,62.21,49.0,89.28,138.43,"3,17,040",278.05,89.28
1061,2019-10-22,"2,995.99","7,874.62",59.99,182.34,17.04,62.06,48.9,88.29,136.37,"3,16,180",266.69,88.29
1060,2019-10-23,"3,004.52","7,889.47",60.8,186.15,16.98,62.88,48.77,88.11,137.24,"3,16,560",271.27,88.11
1059,2019-10-24,"3,010.29","7,966.72",60.9,186.38,19.98,62.96,49.22,89.04,139.94,"3,15,475",271.5,89.04
1058,2019-10-25,"3,022.55","8,029.22",61.65,187.89,21.88,63.22,51.13,88.07,140.73,"3,17,495",276.82,88.07
1057,2019-10-28,"3,039.42","8,110.67",62.26,189.4,21.85,64.45,51.7,88.85,144.19,"3,19,055",281.86,88.85
1056,2019-10-29,"3,036.89","8,047.51",60.82,189.31,21.08,63.03,50.73,88.14,142.83,"3,19,423",281.21,88.14
1055,2019-10-30,"3,046.77","8,083.11",60.81,188.25,21.0,63.03,50.75,89.0,144.61,"3,20,000",291.45,89.0
1054,2019-10-31,"3,037.56","8,083.83",62.19,191.65,20.99,62.94,50.26,88.83,143.37,"3,18,939",287.41,88.83
1053,2019-11-01,"3,066.91","8,161.17",63.95,193.62,20.89,63.61,50.65,89.57,143.72,"3,23,400",286.81,89.57
1052,2019-11-04,"3,078.27","8,210.66",64.38,194.72,21.16,64.48,52.62,90.23,144.55,"3,26,800",292.86,90.23
1051,2019-11-05,"3,074.62","8,210.17",64.28,194.32,21.15,64.57,52.4,90.09,144.46,"3,31,500",288.03,90.09
1050,2019-11-06,"3,076.78","8,196.03",64.31,191.55,21.77,64.55,51.91,89.79,144.06,"3,32,855",288.59,89.79
1049,2019-11-07,"3,085.18","8,219.65",64.86,190.42,22.37,65.35,52.09,89.41,144.26,"3,33,860",289.57,89.41
1048,2019-11-08,"3,093.08","8,255.89",65.03,190.84,22.48,65.45,51.95,89.29,145.96,"3,31,526",291.57,89.29
1047,2019-11-11,"3,087.01","8,241.91",65.55,189.61,23.01,64.91,52.05,88.58,146.11,"3,30,986",294.18,88.58
1046,2019-11-12,"3,091.84","8,263.79",65.49,194.47,23.33,64.86,52.4,88.9,147.07,"3,31,106",292.01,88.9
1045,2019-11-13,"3,094.04","8,259.81",66.12,193.19,23.07,64.81,52.14,87.66,147.31,"3,29,402",283.11,87.66
1044,2019-11-14,"3,096.63","8,257.83",65.66,193.15,23.29,65.46,52.45,87.73,148.06,"3,29,302",289.62,87.73
1043,2019-11-15,"3,120.46","8,315.52",66.44,195.1,23.48,66.68,51.05,86.97,149.97,"3,29,405",295.03,86.97
1042,2019-11-18,"3,122.03","8,328.48",66.78,197.4,23.33,65.99,53.07,87.63,150.34,"3,29,225",302.57,87.63
1041,2019-11-19,"3,120.18","8,338.74",66.57,199.32,23.97,65.63,52.0,87.64,150.39,"3,28,601",302.6,87.64
1040,2019-11-20,"3,108.46","8,283.75",65.8,197.51,23.48,65.09,52.8,87.28,149.62,"3,26,712",305.16,87.28
1039,2019-11-21,"3,103.54","8,265.62",65.5,197.93,23.66,65.01,52.55,86.74,149.48,"3,25,102",311.69,86.74
1038,2019-11-22,"3,110.29","8,272.05",65.44,198.82,22.2,64.68,52.72,87.29,149.59,"3,26,962",310.48,87.29
1037,2019-11-25,"3,133.64","8,371.93",66.59,199.79,22.42,65.28,55.3,88.69,151.23,"3,28,301",315.55,88.69
1036,2019-11-26,"3,140.52","8,385.75",66.07,198.97,21.93,65.65,54.25,89.85,152.03,"3,28,402",312.49,89.85
1035,2019-11-27,"3,153.63","8,444.71",66.96,202.0,22.09,65.61,54.56,90.93,152.32,"3,30,685",315.93,90.93
1034,2019-11-29,"3,140.98","8,403.68",66.81,201.64,22.0,65.2,54.19,90.04,151.38,"3,30,495",314.66,90.04
1033,2019-12-02,"3,113.87","8,309.26",66.04,199.7,22.32,64.44,52.31,89.08,149.55,"3,30,609",309.99,89.08
