,Date Time,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Meta_Price,Tesla_Price,Google_Price,Nvidia_Price,Amazon_Price,Microsoft_Price,Berkshire_Price,Netflix_Price,Amazon_Price
606,2021-08-24,"4,486.23","15,357.68",149.62,365.51,236.16,141.26,217.93,165.29,302.62,"4,30,700",553.41,165.29
605,2021-08-25,"4,496.19","15,368.92",148.36,368.39,237.07,142.08,222.13,164.96,302.01,"4,32,354",547.58,164.96
604,2021-08-26,"4,469.91","15,278.52",147.54,364.38,233.72,141.44,220.68,165.8,299.09,"4,29,715",550.12,165.8
603,2021-08-27,"4,509.37","15,432.95",148.6,372.63,237.31,144.0,226.36,167.48,299.72,"4,30,901",558.92,167.48
602,2021-08-30,"4,528.79","15,605.09",153.12,380.66,243.64,144.59,226.88,171.08,303.59,"4,29,720",566.18,171.08
601,2021-08-31,"4,522.68","15,582.51",151.83,379.38,245.24,144.7,223.85,173.54,301.88,"4,29,900",569.19,173.54
600,2021-09-01,"4,524.09","15,611.57",152.51,382.05,244.7,145.22,224.41,173.95,301.83,"4,30,000",582.07,173.95
599,2021-09-02,"4,536.95","15,604.25",153.65,375.28,244.13,143.29,223.96,173.16,301.15,"4,28,640",588.55,173.16
598,2021-09-03,"4,535.43","15,652.86",154.3,376.26,244.52,143.74,228.43,173.9,301.14,"4,24,201",590.53,173.9
597,2021-09-08,"4,514.07","15,620.85",155.11,377.57,251.29,143.69,223.39,176.28,300.21,"4,20,719",606.05,176.28
596,2021-09-09,"4,493.28","15,561.05",154.07,378.0,251.62,143.54,221.77,174.21,297.25,"4,20,285",597.54,174.21
595,2021-09-10,"4,458.58","15,440.75",148.97,378.69,245.42,140.88,224.78,173.46,295.71,"4,17,954",598.72,173.46
594,2021-09-13,"4,468.73","15,434.50",149.55,376.51,247.67,142.33,221.52,172.86,296.99,"4,20,801",589.29,172.86
593,2021-09-14,"4,443.05","15,382.90",148.12,376.53,248.16,142.54,222.42,172.5,299.79,"4,16,996",577.76,172.5
592,2021-09-15,"4,480.70","15,503.53",149.03,373.92,251.94,144.43,223.41,173.79,304.82,"4,19,785",582.87,173.79
591,2021-09-16,"4,473.76","15,515.91",148.79,373.06,252.33,143.61,222.42,174.41,305.22,"4,19,120",586.5,174.41
590,2021-09-17,"4,432.99","15,333.47",146.06,364.72,253.16,140.8,219.0,173.13,299.87,"4,16,400",589.35,173.13
589,2021-09-20,"4,357.73","15,012.18",142.94,355.7,243.39,138.72,211.13,167.79,294.3,"4,16,000",575.43,167.79
588,2021-09-21,"4,354.18","15,027.77",143.43,357.48,246.46,139.03,212.46,167.18,294.8,"4,12,802",573.14,167.18
587,2021-09-22,"4,395.64","15,176.51",145.85,343.21,250.65,140.28,219.41,169.0,298.58,"4,12,081",590.65,169.0
586,2021-09-23,"4,448.98","15,316.58",146.83,345.96,251.21,141.22,224.82,170.8,299.56,"4,18,390",593.26,170.8
585,2021-09-24,"4,455.48","15,329.68",146.92,352.96,258.13,142.21,220.81,171.28,299.35,"4,18,101",592.39,171.28
584,2021-09-27,"4,443.11","15,204.83",145.37,353.58,263.79,141.07,216.6,170.29,294.17,"4,20,791",592.64,170.29
583,2021-09-28,"4,352.63","14,770.30",141.91,340.65,259.19,135.83,206.99,165.8,283.52,"4,16,580",583.85,165.8
582,2021-09-29,"4,359.46","14,752.89",142.83,339.61,260.44,134.35,205.17,165.06,284.0,"4,17,165",599.06,165.06
581,2021-09-30,"4,307.54","14,689.62",141.5,339.39,258.49,133.68,207.16,164.25,281.92,"4,11,379",610.34,164.25
580,2021-10-01,"4,357.05","14,791.87",142.65,343.01,258.41,136.54,207.42,164.16,289.1,"4,14,878",613.15,164.16
579,2021-10-04,"4,300.46","14,472.12",139.14,326.23,260.51,133.66,197.32,159.49,283.11,"4,12,540",603.35,159.49
578,2021-10-05,"4,345.72","14,674.15",141.11,332.96,260.2,136.02,204.51,161.05,288.76,"4,18,539",634.81,161.05
577,2021-10-06,"4,363.55","14,766.75",142.0,333.64,260.92,137.57,207.0,163.1,293.11,"4,21,900",639.1,163.1
576,2021-10-07,"4,399.76","14,897.13",143.29,329.22,264.54,139.23,210.75,165.12,294.85,"4,25,431",631.85,165.12
575,2021-10-08,"4,391.36","14,820.75",142.9,330.05,261.83,139.79,208.31,164.43,294.85,"4,27,765",632.66,164.43
574,2021-10-11,"4,361.19","14,713.73",142.81,325.45,263.98,138.91,206.95,162.31,294.23,"4,23,000",627.04,162.31
573,2021-10-12,"4,350.64","14,662.11",141.51,323.77,268.57,136.45,206.71,162.37,292.88,"4,19,596",624.94,162.37
572,2021-10-13,"4,363.80","14,774.60",140.91,324.54,270.36,137.58,209.39,164.21,296.31,"4,18,402",629.76,164.21
571,2021-10-14,"4,438.23","15,052.42",143.76,328.53,272.77,141.15,217.46,164.99,302.75,"4,23,648",633.8,164.99
570,2021-10-15,"4,471.37","15,146.92",144.84,324.76,281.01,141.37,218.62,170.45,304.21,"4,27,701",628.29,170.45
569,2021-10-18,"4,486.48","15,300.89",146.55,335.34,290.04,142.78,222.22,172.34,307.29,"4,26,189",637.97,172.34
568,2021-10-19,"4,519.63","15,410.72",148.76,339.99,288.09,143.24,222.9,172.21,308.23,"4,28,105",639.0,172.21
567,2021-10-20,"4,536.19","15,388.71",149.26,340.78,288.6,141.77,221.03,170.75,307.41,"4,32,495",625.14,170.75
566,2021-10-21,"4,549.78","15,489.59",149.48,341.88,298.0,141.89,226.92,171.75,310.76,"4,31,680",653.16,171.75
565,2021-10-22,"4,544.90","15,355.07",148.69,324.61,303.23,137.57,227.26,166.78,309.16,"4,35,722",664.78,166.78
564,2021-10-25,"4,566.48","15,514.19",148.64,328.69,341.62,137.45,231.66,166.02,308.13,"4,36,401",671.66,166.02
563,2021-10-26,"4,574.79","15,559.49",149.32,315.81,339.48,139.31,247.17,168.8,310.11,"4,37,890",668.52,168.8
562,2021-10-27,"4,551.68","15,598.39",148.85,312.22,345.95,146.22,244.51,169.62,323.17,"4,33,050",662.92,169.62
561,2021-10-28,"4,596.42","15,778.16",152.57,316.92,359.01,145.85,249.41,172.33,324.35,"4,36,250",674.05,172.33
560,2021-10-29,"4,605.38","15,850.47",149.8,323.57,371.33,148.05,255.67,168.62,331.62,"4,32,902",690.31,168.62
559,2021-11-01,"4,613.67","15,905.28",148.96,329.98,402.86,143.5,258.27,165.91,329.37,"4,30,944",681.17,165.91
558,2021-11-02,"4,630.65","15,972.49",150.02,328.08,390.67,145.43,264.01,165.64,333.13,"4,34,245",677.72,165.64
557,2021-11-03,"4,660.57","16,144.50",151.49,331.62,404.62,146.6,265.98,169.2,334.0,"4,35,020",688.29,169.2
556,2021-11-04,"4,680.06","16,346.24",150.96,335.85,409.97,148.27,298.01,173.85,336.44,"4,33,102",668.4,173.85
555,2021-11-05,"4,697.53","16,359.38",151.28,341.13,407.36,148.85,297.52,175.95,336.06,"4,34,000",645.72,175.95
554,2021-11-08,"4,701.70","16,336.03",150.44,338.62,387.65,149.03,308.04,174.45,336.99,"4,35,200",651.45,174.45
553,2021-11-09,"4,685.25","16,219.93",150.81,335.37,341.17,148.92,306.57,178.81,335.95,"4,31,680",655.99,178.81
552,2021-11-10,"4,646.71","15,985.57",147.92,327.64,355.98,145.89,294.59,174.1,330.8,"4,30,602",646.91,174.1
551,2021-11-11,"4,649.27","16,032.47",147.87,327.74,354.5,145.77,303.9,173.62,332.43,"4,29,202",657.58,173.62
550,2021-11-12,"4,682.85","16,199.89",149.99,340.89,344.47,148.68,303.9,176.26,336.72,"4,31,575",682.61,176.26
549,2021-11-15,"4,682.81","16,189.11",150.0,347.56,337.8,148.45,300.25,177.28,336.07,"4,29,302",679.33,177.28
548,2021-11-16,"4,700.90","16,309.77",151.0,342.96,351.58,147.88,302.03,177.03,339.51,"4,27,702",687.4,177.03
547,2021-11-17,"4,688.67","16,308.07",153.49,340.77,363.0,148.05,292.61,177.45,339.12,"4,26,198",691.69,177.45
546,2021-11-18,"4,706.64","16,482.97",157.87,338.69,365.46,149.84,316.75,184.8,341.27,"4,22,702",682.02,184.8
545,2021-11-19,"4,697.96","16,573.34",160.55,345.3,379.02,148.93,329.85,183.83,343.11,"4,23,374",678.8,183.83
544,2021-11-22,"4,682.95","16,380.98",161.02,341.01,385.62,146.3,319.56,178.63,339.83,"4,30,100",659.2,178.63
543,2021-11-23,"4,690.70","16,306.72",161.41,337.25,369.68,145.78,317.46,179.0,337.68,"4,34,921",654.06,179.0
542,2021-11-24,"4,701.46","16,367.81",161.94,341.06,372.0,146.12,326.74,179.02,337.91,"4,33,333",658.29,179.02
541,2021-11-29,"4,655.27","16,399.24",160.24,338.03,379.0,145.53,333.76,178.08,336.63,"4,25,260",663.84,178.08
540,2021-11-30,"4,567.00","16,135.92",165.3,324.46,381.59,141.9,326.76,175.35,330.59,"4,16,876",641.9,175.35
539,2021-12-01,"4,513.04","15,877.72",164.77,310.6,365.0,141.05,314.35,172.19,330.08,"4,15,660",617.77,172.19
538,2021-12-02,"4,577.10","15,990.76",163.76,310.39,361.53,142.97,321.26,171.87,329.49,"4,20,566",616.47,171.87
537,2021-12-03,"4,538.43","15,712.04",161.84,306.84,338.32,142.0,306.93,169.49,323.01,"4,18,676",602.13,169.49
536,2021-12-06,"4,591.67","15,846.16",165.32,317.87,336.34,143.15,300.37,171.37,326.19,"4,26,200",612.69,171.37
535,2021-12-07,"4,686.75","16,325.66",171.18,322.81,350.58,147.27,324.27,176.16,334.92,"4,29,830",625.58,176.16
534,2021-12-08,"4,701.21","16,394.34",175.08,330.56,356.32,148.19,318.26,176.16,334.97,"4,27,405",628.08,176.16
533,2021-12-09,"4,667.45","16,149.57",174.56,329.82,334.6,147.64,304.9,174.17,333.1,"4,28,402",611.0,174.17
532,2021-12-10,"4,712.02","16,331.98",179.45,329.75,339.01,148.0,301.98,172.21,342.54,"4,35,000",611.66,172.21
531,2021-12-13,"4,669.15","16,082.55",175.74,334.49,322.14,145.83,281.61,169.57,339.4,"4,37,730",604.56,169.57
530,2021-12-14,"4,634.09","15,914.90",174.33,333.74,319.5,143.91,283.37,169.09,328.34,"4,46,104",597.99,169.09
529,2021-12-15,"4,709.84","16,289.59",179.3,341.66,325.33,146.44,304.59,173.31,334.65,"4,43,702",605.04,173.31
528,2021-12-16,"4,668.67","15,863.94",172.26,334.9,308.97,144.45,283.87,168.87,324.9,"4,54,550",591.06,168.87
527,2021-12-17,"4,620.64","15,801.46",171.14,333.79,310.86,141.73,278.01,170.02,323.8,"4,43,304",586.73,170.02
526,2021-12-20,"4,568.02","15,627.64",169.75,325.45,299.98,141.61,277.19,167.08,319.91,"4,37,445",593.74,167.08
525,2021-12-21,"4,649.23","15,986.28",172.99,334.2,312.84,143.47,290.75,170.42,327.29,"4,43,000",604.92,170.42
524,2021-12-22,"4,696.56","16,180.14",175.64,330.45,336.29,146.41,294.0,171.04,333.2,"4,44,588",614.24,171.04
523,2021-12-23,"4,725.78","16,308.21",176.28,335.24,355.67,146.92,296.4,171.07,334.69,"4,44,654",614.09,171.07
522,2021-12-27,"4,791.19","16,567.50",180.33,346.18,364.65,147.91,309.45,169.67,342.45,"4,47,110",613.12,169.67
521,2021-12-28,"4,786.36","16,488.66",179.29,346.22,362.82,146.69,303.22,170.66,341.25,"4,49,570",610.71,170.66
520,2021-12-29,"4,793.06","16,491.01",179.38,342.94,362.06,146.65,300.01,169.2,341.95,"4,52,102",610.54,169.2
519,2021-12-30,"4,778.73","16,429.10",178.2,344.36,356.78,146.2,295.86,168.64,339.32,"4,52,700",612.09,168.64
518,2021-12-31,"4,766.18","16,320.08",177.57,336.35,352.26,144.85,294.11,166.72,336.32,"4,50,662",602.44,166.72
517,2022-01-03,"4,796.56","16,501.77",182.01,338.54,399.93,144.99,301.21,170.4,334.75,"4,54,300",597.37,170.4
516,2022-01-04,"4,793.54","16,279.73",179.7,336.53,383.2,144.4,292.9,167.52,329.01,"4,65,725",591.15,167.52
515,2022-01-05,"4,700.58","15,771.77",174.92,324.17,362.71,137.77,276.04,164.36,316.38,"4,67,274",567.52,164.36
514,2022-01-06,"4,696.05","15,765.36",172.0,332.46,354.9,137.75,281.78,163.25,313.88,"4,73,153",553.29,163.25
513,2022-01-07,"4,677.02","15,592.19",172.17,331.79,342.32,137.02,272.47,162.55,314.04,"4,80,000",541.06,162.55
512,2022-01-10,"4,670.29","15,614.43",172.19,328.07,352.71,138.67,274.0,161.49,314.27,"4,77,165",539.85,161.49
511,2022-01-11,"4,713.07","15,844.12",175.08,334.37,354.8,139.74,278.17,165.36,314.98,"4,80,340",540.84,165.36
510,2022-01-12,"4,726.35","15,905.10",175.53,333.26,368.74,141.43,279.99,165.21,318.27,"4,81,700",537.22,165.21
509,2022-01-13,"4,659.02","15,495.62",172.19,326.48,343.85,138.59,265.75,161.21,304.8,"4,83,872",519.2,161.21
508,2022-01-14,"4,662.85","15,611.59",173.07,331.9,349.87,139.48,269.42,162.14,310.2,"4,85,379",525.69,162.14
507,2022-01-19,"4,532.76","15,047.84",166.23,319.59,331.88,135.12,250.67,156.3,303.33,"4,73,440",515.86,156.3
506,2022-01-20,"4,482.73","14,846.46",164.51,316.56,332.09,133.31,241.5,151.67,301.6,"4,67,390",508.25,151.67
505,2022-01-21,"4,397.93","14,438.40",162.41,303.17,314.63,130.35,233.74,142.64,296.03,"4,58,675",397.5,142.64
504,2022-01-24,"4,410.13","14,509.58",161.62,308.71,310.0,130.8,233.72,144.54,296.37,"4,56,901",387.15,144.54
503,2022-01-25,"4,356.45","14,149.12",159.78,300.15,306.13,126.93,223.24,139.99,288.49,"4,61,919",366.42,139.99
502,2022-01-26,"4,349.93","14,172.76",159.69,294.63,312.47,129.23,227.72,138.87,296.71,"4,63,652",359.7,138.87
501,2022-01-27,"4,326.50","14,003.11",159.22,294.64,276.37,129.01,219.44,139.64,299.84,"4,61,200",386.7,139.64
500,2022-01-28,"4,431.85","14,454.61",170.33,301.71,282.12,133.35,228.4,143.98,308.26,"4,69,880",384.36,143.98
499,2022-01-31,"4,515.55","14,930.05",174.78,313.26,312.24,135.3,244.86,149.57,310.98,"4,69,805",427.14,149.57
498,2022-02-01,"4,546.54","15,019.68",174.61,319.0,310.42,137.64,246.38,151.19,308.76,"4,71,184",457.13,151.19
497,2022-02-02,"4,589.32","15,139.74",175.84,323.0,301.89,148.0,252.42,150.61,313.46,"4,79,500",429.48,150.61
496,2022-02-03,"4,477.44","14,501.11",172.9,237.76,297.05,143.09,239.48,138.85,301.25,"4,72,536",405.6,138.85
495,2022-02-04,"4,500.54","14,694.35",172.39,237.09,307.77,143.29,243.19,157.64,305.94,"4,73,364",410.17,157.64
494,2022-02-07,"4,483.87","14,571.25",171.66,224.91,302.45,139.2,247.28,157.94,300.95,"4,74,900",402.1,157.94
493,2022-02-08,"4,521.54","14,747.03",174.83,220.18,307.33,139.4,251.08,161.41,304.56,"4,82,030",403.53,161.41
492,2022-02-09,"4,587.18","15,056.96",176.28,232.0,310.67,141.59,267.05,161.19,311.21,"4,83,900",412.89,161.19
491,2022-02-10,"4,504.06","14,705.64",172.12,228.07,301.52,138.62,258.24,159.0,302.38,"4,80,105",406.27,159.0
490,2022-02-11,"4,418.64","14,253.84",168.64,219.55,286.67,134.28,239.49,153.29,295.04,"4,79,370",391.31,153.29
489,2022-02-14,"4,401.67","14,268.59",168.88,217.7,291.92,135.53,242.67,155.17,295.0,"4,72,410",396.57,155.17
488,2022-02-15,"4,471.07","14,620.82",172.79,221.0,307.48,136.61,264.95,156.51,300.47,"4,73,980",407.46,156.51
487,2022-02-16,"4,475.01","14,603.64",172.55,216.54,307.8,137.74,265.11,158.1,299.5,"4,74,444",398.08,158.1
486,2022-02-17,"4,380.26","14,171.74",168.88,207.71,292.12,132.54,245.07,154.65,290.73,"4,70,655",386.67,154.65
485,2022-02-18,"4,348.87","14,009.54",167.3,206.16,285.66,130.4,236.42,152.6,287.93,"4,72,257",391.29,152.6
484,2022-02-23,"4,225.50","13,509.43",160.07,198.45,254.68,127.59,223.87,144.83,280.27,"4,65,515",367.46,144.83
483,2022-02-24,"4,288.70","13,974.67",162.74,207.6,266.92,132.69,237.48,151.36,294.59,"4,62,110",390.03,151.36
482,2022-02-25,"4,384.62","14,189.16",164.85,210.48,269.96,134.46,241.57,153.79,297.31,"4,79,345",390.8,153.79
481,2022-02-28,"4,373.79","14,237.81",165.12,211.03,290.14,135.06,243.85,153.56,298.79,"4,76,205",394.52,153.56
480,2022-03-01,"4,306.26","14,005.99",163.2,203.49,288.12,134.06,234.77,151.14,294.95,"4,75,879",386.24,151.14
479,2022-03-02,"4,386.54","14,243.69",166.56,208.11,293.3,134.57,242.2,152.05,300.19,"4,86,109",380.03,152.05
478,2022-03-03,"4,363.49","14,035.21",166.23,202.97,279.76,133.9,237.14,147.9,295.92,"4,91,245",368.07,147.9
477,2022-03-04,"4,328.87","13,837.83",163.17,200.06,279.43,131.91,229.36,145.64,289.86,"4,87,440",361.73,145.64
476,2022-03-07,"4,201.09","13,319.38",159.3,187.47,268.19,126.38,213.52,137.45,278.91,"4,84,527",350.26,137.45
475,2022-03-08,"4,170.62","13,267.60",157.44,190.29,274.8,127.1,215.14,136.01,275.85,"4,78,025",341.76,136.01
474,2022-03-09,"4,277.88","13,742.20",162.95,198.5,286.32,133.42,230.14,139.28,288.5,"4,88,245",358.79,139.28
473,2022-03-10,"4,259.52","13,591.00",158.52,195.21,279.43,132.43,226.58,146.82,285.59,"4,87,820",356.77,146.82
472,2022-03-11,"4,204.31","13,301.83",154.73,187.61,265.12,129.87,221.0,145.52,280.07,"4,89,802",340.32,145.52
471,2022-03-14,"4,173.11","13,046.64",150.62,186.63,255.46,125.95,213.3,141.85,276.44,"4,93,785",331.01,141.85
470,2022-03-15,"4,262.45","13,458.56",155.09,192.03,267.3,129.2,229.73,147.37,287.15,"4,98,160",343.75,147.37
469,2022-03-16,"4,357.95","13,956.78",159.59,203.63,280.08,133.28,244.96,153.1,294.39,"5,04,036",357.53,153.1
468,2022-03-17,"4,411.67","14,118.60",160.62,207.84,290.53,133.84,247.66,157.24,295.22,"5,18,438",371.4,157.24
467,2022-03-18,"4,463.09","14,420.08",163.98,216.49,301.8,136.13,264.53,161.25,300.43,"5,12,991",380.6,161.25
466,2022-03-21,"4,461.18","14,376.09",165.38,211.49,307.05,136.1,267.34,161.49,299.16,"5,25,000",374.59,161.49
465,2022-03-22,"4,511.61","14,654.33",168.82,216.65,331.33,139.87,265.24,164.89,304.06,"5,25,854",382.92,164.89
464,2022-03-23,"4,456.23","14,447.55",170.21,213.46,333.04,138.28,256.34,163.41,299.49,"5,21,781",374.49,163.41
463,2022-03-24,"4,520.16","14,765.69",174.07,219.57,337.97,141.57,281.5,163.65,304.1,"5,28,817",375.71,163.65
462,2022-03-25,"4,543.04","14,754.31",174.72,221.82,336.88,141.67,276.92,164.77,303.68,"5,38,949",373.85,164.77
461,2022-03-28,"4,575.52","14,987.40",175.6,223.59,363.95,141.46,282.19,168.99,310.7,"5,39,180",378.51,168.99
460,2022-03-29,"4,631.60","15,239.32",178.96,229.86,366.52,142.51,286.56,169.31,315.41,"5,32,011",391.82,169.31
459,2022-03-30,"4,602.45","15,071.55",177.77,227.85,364.66,141.94,276.9,166.3,313.86,"5,36,440",381.47,166.3
458,2022-03-31,"4,530.41","14,838.49",174.61,222.36,359.2,139.07,272.86,163.0,308.31,"5,28,921",374.59,163.0
457,2022-04-01,"4,545.86","14,861.21",174.31,224.85,361.53,140.15,267.12,163.56,309.42,"5,27,760",373.47,163.56
456,2022-04-04,"4,582.64","15,159.58",178.44,233.89,381.82,142.97,273.6,168.35,314.97,"5,18,714",391.5,168.35
455,2022-04-05,"4,525.12","14,820.64",175.06,231.84,363.75,140.59,259.31,164.06,310.88,"5,16,000",380.15,164.06
454,2022-04-06,"4,481.15","14,498.89",171.83,223.3,348.59,136.55,244.07,158.76,299.5,"5,17,002",368.35,158.76
453,2022-04-07,"4,500.21","14,531.81",172.14,222.95,352.42,135.89,242.08,157.78,301.37,"5,19,760",362.15,157.78
452,2022-04-08,"4,488.28","14,327.26",170.09,222.33,341.83,133.29,231.19,154.46,296.97,"5,29,000",355.88,154.46
451,2022-04-11,"4,412.53","13,990.20",165.75,216.46,325.31,128.82,219.17,151.12,285.26,"5,27,590",348.0,151.12
450,2022-04-12,"4,397.45","13,940.24",167.66,214.14,328.98,127.71,215.04,150.79,282.06,"5,24,271",344.1,150.79
449,2022-04-13,"4,446.59","14,217.29",170.4,214.99,340.79,129.89,222.03,155.54,287.62,"5,19,800",350.43,155.54
448,2022-04-14,"4,392.59","13,893.22",165.29,210.18,328.33,126.73,212.58,151.71,279.83,"5,16,435",341.13,151.71
447,2022-04-18,"4,391.69","13,910.76",165.07,210.77,334.76,127.68,217.83,152.78,280.52,"5,19,499",337.86,152.78
446,2022-04-19,"4,462.21","14,210.26",167.4,217.31,342.72,130.01,221.98,158.12,285.3,"5,23,260",348.61,158.12
445,2022-04-20,"4,459.45","13,998.53",167.23,200.42,325.73,128.04,214.82,154.0,286.36,"5,22,901",226.19,154.0
444,2022-04-21,"4,393.66","13,720.45",166.42,188.07,336.26,124.81,201.83,148.3,280.81,"5,15,815",218.22,148.3
443,2022-04-22,"4,271.78","13,356.87",161.79,184.11,335.02,119.64,195.15,144.35,274.03,"5,05,440",215.52,144.35
442,2022-04-25,"4,296.12","13,533.22",162.88,186.99,332.67,123.07,199.02,146.07,280.72,"5,06,200",209.91,146.07
441,2022-04-26,"4,175.20","13,009.71",156.8,180.95,292.14,118.65,187.88,139.39,270.22,"4,97,777",198.4,139.39
440,2022-04-27,"4,183.96","13,003.36",156.57,174.95,293.84,114.29,184.15,138.17,283.22,"4,96,800",188.54,138.17
439,2022-04-28,"4,287.50","13,456.06",163.64,205.73,292.5,118.52,197.82,144.6,289.63,"4,99,000",199.52,144.6
438,2022-04-29,"4,131.93","12,854.80",157.65,200.47,290.25,114.11,185.47,124.28,277.52,"4,84,340",190.36,124.28
437,2022-05-02,"4,155.38","13,075.85",157.96,211.13,300.98,116.58,195.33,124.5,284.47,"4,78,150",199.46,124.5
436,2022-05-03,"4,175.48","13,089.90",159.48,212.03,303.08,117.33,196.02,124.25,281.78,"4,81,198",199.87,124.25
435,2022-05-04,"4,300.17","13,535.71",166.02,223.41,317.54,122.26,203.34,125.93,289.98,"4,94,343",204.01,125.93
434,2022-05-05,"4,152.38","12,850.55",156.77,208.28,291.09,116.51,188.44,116.41,277.35,"4,81,400",188.32,116.41
433,2022-05-06,"4,123.34","12,693.53",157.28,203.77,288.55,115.75,186.75,114.77,274.73,"4,79,500",180.97,114.77
432,2022-05-09,"3,991.24","12,187.72",152.06,196.21,262.37,112.51,169.5,108.79,264.58,"4,71,200",173.1,108.79
431,2022-05-10,"4,001.05","12,345.86",154.51,197.65,266.68,114.39,175.95,108.86,269.5,"4,69,780",177.66,108.86
430,2022-05-11,"3,935.18","11,967.56",146.5,188.74,244.67,113.6,166.3,105.37,260.55,"4,68,000",166.37,105.37
429,2022-05-12,"3,930.08","11,945.50",142.56,191.24,242.67,112.84,161.75,106.93,255.35,"4,61,631",174.31,106.93
428,2022-05-13,"4,023.89","12,387.40",147.11,198.62,256.53,116.05,177.06,113.06,261.12,"4,65,011",187.64,113.06
427,2022-05-16,"4,008.01","12,243.58",145.54,200.04,241.46,114.44,172.64,110.81,261.5,"4,64,250",186.51,110.81
426,2022-05-17,"4,088.85","12,564.10",149.24,202.62,253.87,116.47,181.77,115.37,266.82,"4,71,670",190.56,115.37
425,2022-05-18,"3,923.68","11,928.31",140.82,192.24,236.6,111.9,169.38,107.11,254.08,"4,61,000",177.19,107.11
424,2022-05-19,"3,900.79","11,875.63",137.35,191.29,236.47,110.38,171.24,107.32,253.14,"4,56,031",183.48,107.32
423,2022-05-20,"3,901.36","11,835.62",137.59,193.54,221.3,108.91,166.94,107.59,252.56,"4,56,500",186.35,107.59
422,2022-05-23,"3,973.75","12,034.28",143.11,196.23,224.97,111.49,168.98,107.56,260.65,"4,64,510",187.44,107.56
421,2022-05-24,"3,941.48","11,769.84",140.36,181.28,209.39,105.97,161.54,104.1,259.62,"4,63,607",180.34,104.1
420,2022-05-25,"3,978.73","11,943.93",140.52,183.83,219.6,105.81,169.75,106.78,262.52,"4,62,890",187.83,106.78
419,2022-05-26,"4,057.84","12,276.79",143.78,191.63,235.91,107.79,178.51,111.08,265.9,"4,68,805",191.4,111.08
418,2022-05-27,"4,158.24","12,681.42",149.64,195.13,253.21,112.32,188.11,115.15,273.24,"4,78,670",195.19,115.15
417,2022-06-01,"4,101.23","12,548.36",148.71,188.64,246.79,113.89,183.2,121.68,272.42,"4,69,620",192.91,121.68
416,2022-06-02,"4,176.82","12,892.89",151.21,198.86,258.33,117.62,195.92,125.51,274.58,"4,72,710",205.09,125.51
415,2022-06-03,"4,108.54","12,548.02",145.38,190.78,234.52,114.54,187.2,122.35,270.02,"4,67,650",198.98,122.35
414,2022-06-06,"4,121.43","12,599.63",146.14,194.25,238.28,116.82,187.86,124.79,268.75,"4,68,400",197.14,124.79
413,2022-06-07,"4,160.68","12,711.67",148.71,195.65,238.89,117.15,189.26,123.0,272.5,"4,71,500",198.61,123.0
412,2022-06-08,"4,115.77","12,615.13",147.96,196.64,241.87,117.19,186.48,121.18,270.41,"4,63,300",202.83,121.18
411,2022-06-09,"4,017.82","12,269.78",142.64,184.0,239.71,114.84,180.48,116.15,264.79,"4,52,260",192.77,116.15
410,2022-06-10,"3,900.86","11,832.82",137.13,175.57,232.23,111.16,169.74,109.65,252.99,"4,39,780",182.94,109.65
409,2022-06-13,"3,749.63","11,288.32",131.88,164.26,215.74,106.39,156.47,103.67,242.26,"4,23,700",169.69,103.67
408,2022-06-14,"3,735.48","11,311.69",132.76,163.73,220.89,106.72,158.36,102.31,244.49,"4,15,500",167.54,102.31
407,2022-06-15,"3,789.99","11,593.77",135.43,169.35,233.0,109.76,165.27,107.67,251.76,"4,18,600",180.11,107.67
406,2022-06-16,"3,666.77","11,127.57",130.06,160.87,213.1,106.03,156.01,103.66,244.97,"4,03,971",173.35,103.66
405,2022-06-17,"3,674.84","11,265.99",131.56,163.74,216.76,107.14,158.8,106.22,247.65,"4,03,150",175.51,106.22
404,2022-06-22,"3,759.89","11,527.71",135.35,155.85,236.09,111.49,163.6,108.95,253.13,"4,05,649",178.89,108.95
403,2022-06-23,"3,795.73","11,697.68",138.27,158.75,235.07,112.24,162.25,112.44,258.86,"4,02,300",181.71,112.44
402,2022-06-24,"3,911.74","12,105.85",141.66,170.16,245.71,117.97,171.26,116.46,267.7,"4,17,401",190.85,116.46
401,2022-06-27,"3,900.11","12,008.24",141.66,169.49,244.92,115.83,168.69,113.22,264.89,"4,17,700",189.14,113.22
400,2022-06-28,"3,821.55","11,637.77",137.44,160.68,232.66,112.01,159.82,107.4,256.48,"4,12,170",179.6,107.4
399,2022-06-29,"3,818.83","11,658.26",139.23,163.94,228.49,111.7,155.42,108.92,260.26,"4,11,050",178.36,108.92
398,2022-06-30,"3,785.38","11,503.72",136.72,161.25,224.47,108.96,151.59,106.21,256.83,"4,08,950",174.87,106.21
397,2022-07-01,"3,825.33","11,585.68",138.93,160.03,227.26,108.74,145.23,109.56,259.58,"4,15,850",179.95,109.56
396,2022-07-06,"3,845.08","11,852.59",142.92,169.77,231.73,114.57,151.3,114.33,266.21,"4,14,148",184.06,114.33
395,2022-07-07,"3,902.62","12,109.05",146.35,172.19,244.54,118.78,158.58,116.33,268.4,"4,19,200",189.27,116.33
394,2022-07-08,"3,899.38","12,125.69",147.04,170.88,250.76,119.35,158.38,115.54,267.66,"4,21,800",186.98,115.54
